"province","affiliation","amphor","n"
"ตราด","สพป.ตราด","เขาสมิง",32
"ตราด","สพป.ตราด","เมืองตราด",40
"ตราด","สพป.ตราด","แหลมงอบ",8
"ตราด","สพม.จันทบุรีตราด","คลองใหญ่",2
"ตราด","สพม.จันทบุรีตราด","บ่อไร่",4
"ตราด","สพม.จันทบุรีตราด","เกาะกูด",2
"ตราด","สพม.จันทบุรีตราด","เกาะช้าง",3
"ตราด","สพม.จันทบุรีตราด","เขาสมิง",4
"ตราด","สพม.จันทบุรีตราด","เมืองตราด",16
"ตราด","สพม.จันทบุรีตราด","แหลมงอบ",2
"ตาก","สพป.ตาก เขต 1","บ้านตาก",33
"ตาก","สพป.ตาก เขต 1","วังเจ้า",19
"ตาก","สพป.ตาก เขต 1","สามเงา",33
"ตาก","สพป.ตาก เขต 1","เมืองตาก",48
"ตาก","สพป.ตาก เขต 2","ท่าสองยาง",46
"ตาก","สพป.ตาก เขต 2","พบพระ",42
"ตาก","สพป.ตาก เขต 2","อุ้มผาง",23
"ตาก","สพป.ตาก เขต 2","แม่ระมาด",27
"ตาก","สพป.ตาก เขต 2","แม่สอด",55
"ตาก","สพม.ตาก","ท่าสองยาง",2
"ตาก","สพม.ตาก","บ้านตาก",2
"ตาก","สพม.ตาก","พบพระ",4
"ตาก","สพม.ตาก","วังเจ้า",4
"ตาก","สพม.ตาก","สามเงา",4
"ตาก","สพม.ตาก","อุ้มผาง",2
"ตาก","สพม.ตาก","เมืองตาก",12
"ตาก","สพม.ตาก","แม่ระมาด",6
"ตาก","สพม.ตาก","แม่สอด",8
"นครนายก","สพป.นครนายก","บ้านนา",34
"นครนายก","สพป.นครนายก","ปากพลี",15
"นครนายก","สพป.นครนายก","องครักษ์",40
"นครนายก","สพป.นครนายก","เมืองนครนายก",51
"นครนายก","สพม.ปราจีนบุรีนครนายก","บ้านนา",4
"นครนายก","สพม.ปราจีนบุรีนครนายก","ปากพลี",2
"นครนายก","สพม.ปราจีนบุรีนครนายก","องครักษ์",4
"นครนายก","สพม.ปราจีนบุรีนครนายก","เมืองนครนายก",8
"นครปฐม","สพป.นครปฐม เขต 1","กำแพงแสน",56
"นครปฐม","สพป.นครปฐม เขต 1","ดอนตูม",24
"นครปฐม","สพป.นครปฐม เขต 1","เมืองนครปฐม",58
"นครปฐม","สพป.นครปฐม เขต 2","นครชัยศรี",33
"นครปฐม","สพป.นครปฐม เขต 2","บางเลน",55
"นครปฐม","สพป.นครปฐม เขต 2","พุทธมณฑล",11
"นครปฐม","สพป.นครปฐม เขต 2","สามพราน",34
"นครปฐม","สพม.นครปฐม","กำแพงแสน",8
"นครปฐม","สพม.นครปฐม","ดอนตูม",4
"นครปฐม","สพม.นครปฐม","นครชัยศรี",12
"นครปฐม","สพม.นครปฐม","บางเลน",8
"นครปฐม","สพม.นครปฐม","สามพราน",6
"นครปฐม","สพม.นครปฐม","เมืองนครปฐม",14
"นครพนม","สพป.นครพนม เขต 1","ธาตุพนม",36
"นครพนม","สพป.นครพนม เขต 1","นาแก",57
"นครพนม","สพป.นครพนม เขต 1","ปลาปาก",48
"นครพนม","สพป.นครพนม เขต 1","วังยาง",10
"นครพนม","สพป.นครพนม เขต 1","เมืองนครพนม",66
"นครพนม","สพป.นครพนม เขต 1","เรณูนคร",38
"นครพนม","สพป.นครพนม เขต 2","ท่าอุเทน",50
"นครพนม","สพป.นครพนม เขต 2","นาทม",16
"นครพนม","สพป.นครพนม เขต 2","นาหว้า",30
"นครพนม","สพป.นครพนม เขต 2","บ้านแพง",28
"นครพนม","สพป.นครพนม เขต 2","ศรีสงคราม",47
"นครพนม","สพป.นครพนม เขต 2","โพนสวรรค์",42
"นครพนม","สพม.นครพนม","ท่าอุเทน",12
"นครพนม","สพม.นครพนม","ธาตุพนม",12
"นครพนม","สพม.นครพนม","นาทม",6
"นครพนม","สพม.นครพนม","นาหว้า",6
"นครพนม","สพม.นครพนม","นาแก",12
"นครพนม","สพม.นครพนม","บ้านแพง",6
"นครพนม","สพม.นครพนม","ปลาปาก",14
"นครพนม","สพม.นครพนม","วังยาง",4
"นครพนม","สพม.นครพนม","ศรีสงคราม",14
"นครพนม","สพม.นครพนม","เมืองนครพนม",20
"นครพนม","สพม.นครพนม","เรณูนคร",4
"นครพนม","สพม.นครพนม","โพนสวรรค์",4
"นครราชสีมา","สพป.นครราชสีมา เขต 1","เมืองนครราชสีมา",88
"นครราชสีมา","สพป.นครราชสีมา เขต 1","โนนสูง",64
"นครราชสีมา","สพป.นครราชสีมา เขต 2","จักราช",54
"นครราชสีมา","สพป.นครราชสีมา เขต 2","ห้วยแถลง",59
"นครราชสีมา","สพป.นครราชสีมา เขต 2","เฉลิมพระเกียรติ",22
"นครราชสีมา","สพป.นครราชสีมา เขต 2","โชคชัย",52
"นครราชสีมา","สพป.นครราชสีมา เขต 3","ครบุรี",61
"นครราชสีมา","สพป.นครราชสีมา เขต 3","ปักธงชัย",76
"นครราชสีมา","สพป.นครราชสีมา เขต 3","วังน้ำเขียว",50
"นครราชสีมา","สพป.นครราชสีมา เขต 3","เสิงสาง",53
"นครราชสีมา","สพป.นครราชสีมา เขต 4","ปากช่อง",98
